tmdb_id,imdb_id,tmdb_genres,imdb_genres,binary_tmdb,binary_imdb,tmdb_plot,imdb_plot,popularity,release_date,title,vote_average,vote_count
531,tt0108598,"[16, 35, 10751]","[16, 35, 80, 10751, 878]",[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],[0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0],"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue","Plasticine animation of Wallace and Gromit, inventors of all manner of useful devices. Gromit (a dog) finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.::Rob Hartill",6.893083,1993-12-17,The Wrong Trousers,7.6,332
10633,tt0061811,"[80, 18, 9648, 53]","[80, 18, 9648, 53]",[0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0],An African American detective is asked to investigate a murder in a racist southern town,"Detective Virgil Tibbs is caught up in the racial tension of the US South when he is arrested after the murder of a prominent businessman. Tibbs was simply waiting for his next train at the station in Sparta, Mississippi and the confusion is soon resolved but when local police chief Gillespie learns that Tibbs is the Philadelphia PD's number one homicide expert, he reluctantly asks for his assistance. The murdered man, Mr. Colbert, had come to Sparta from the North to build a new factory and his wife and business associates immediately point the finger at Endicott, the most powerful man in the county and the one who had the most to lose if a major new employer comes to the area. Tibbs' life is clearly in danger but he perseveres in a highly charged and racially explosive environment until the killer is found.::garykmcd",5.89685,1967-08-02,In the Heat of the Night,7.6,278
11356,tt0063374,[35],[35],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual","Felix's (Jack Lemmon) wife has left him and he is contemplating suicide. His friends sense his depression and one of them, Oscar (Walter Matthau), volunteers to take him in until he is fine again. The two of them are like chalk and cheese - Oscar is fun-loving, gregarious and slovenly, Felix is a shy, stay-at-home, obsessive-compulsive neat-freak. Being around Oscar brightens Felix up, but he quickly starts to irritate Oscar.::grantss",8.454797,1968-02-07,The Odd Couple,7.6,153
665,tt0052618,"[28, 12, 18, 36]","[12, 18, 36]",[1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],"Judah Ben-Hur, a Palestinian Jew, is battling the Roman empire at the time of Christ. His actions send him and his family into slavery, but an inspirational encounter with Jesus changes everything. He finally meets his rival in a justly famous chariot race and rescues his suffering family","Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a roof tile falls down from Judah's house and injures the governor. Although Messala knows they are not guilty, he sends Judah to the galleys and throws his mother and sister into prison. But Judah swears to come back and take revenge.::Matthias Scheler ",20.507054,1959-12-26,Ben-Hur,7.6,824
820,tt0102138,"[18, 53, 36]","[18, 36, 53]",[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0],New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story,"On November 22, 1963, president John F. Kennedy is assassinated in Dallas. Lee Harvey Oswald is arrested for the crime and subsequently shot by Jack Ruby, supposedly avenging the president's death. An investigation concludes that Lee Harvey Oswald and Jack Ruby acted alone in their respective crimes, but Louisiana district attorney Jim Garrison is skeptical. Assembling a trusted group of people, Garrison conducts his own investigation, bringing about backlash from powerful government and political figures.::Cole Matthews",8.630559,1991-12-20,JFK,7.6,653
8333,tt0072251,"[28, 80]","[28, 80, 53]",[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0],"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away","Four seemingly-unrelated men board subway train Pelham 1:23 at successive stations. Mr. Blue, Mr. Green, Mr. Grey and Mr. Brown are heavily armed and overpower the motorman and novice conductor to take control of the train. Between stations they separate the front car from the remainder of the train, setting passengers in the back cars and the motorman free. The four demand $1 million ransom within exactly one hour for the remaining eighteen hostages, including the conductor. If their demands are not met in time or their directions are not followed precisely, they will begin to shoot hostages dead, one every minute the money is late. Wisecracking Lt. Zach Garber of the transit police ends up being the primary communicator between the hijackers and the authorities, which includes transit operations, his own police force, the NYPD, and the unpopular and currently flu ridden mayor who will make the ultimate decision of whether to pay the ransom. Unknown to Garber, what may be working on their side is the disparate nature of the four hijackers, including methodical and unbending Blue, trigger happy Grey, and also under the weather Green, who may pass out before the caper has concluded. What Garber does know is that there is a plain clothes NYPD officer among the eighteen hostages. What Garber has to try and figure out is how the four hijackers can possibly get away, as they are in a tunnel and have to remain with the train since it has a dead-man mechanism which requires a motorman at the controls at all times.::Huggo",6.555325999999999,1974-10-02,The Taking of Pelham One Two Three,7.6,126
9040,tt0070666,"[80, 18, 36]","[80, 18, 53]",[0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],The real-life struggle of an honest New York City cop against a corrupt system,"Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known.::Rob Hartill",8.920182,1973-12-05,Serpico,7.6,557
1366,tt0075148,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break","Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time.::Murray Chapman ",25.025277,1976-11-21,Rocky,7.6,2422
792,tt0091763,"[18, 10752, 28]","[18, 10752]",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man","Chris Taylor is a young, naive American who gives up college and volunteers for combat in Vietnam. Upon arrival, he quickly discovers that his presence is quite nonessential, and is considered insignificant to the other soldiers, as he has not fought for as long as the rest of them and felt the effects of combat. Chris has two non-commissioned officers, the ill-tempered and indestructible Staff Sergeant Robert Barnes and the more pleasant and cooperative Sergeant Elias Grodin. A line is drawn between the two NCOs and a number of men in the platoon when an illegal killing occurs during a village raid. As the war continues, Chris himself draws towards psychological meltdown. And as he struggles for survival, he soon realizes he is fighting two battles, the conflict with the enemy and the conflict between the men within his platoon.::Jeremy Thomson",20.760673,1986-12-18,Platoon,7.6,1538
57158,tt1170358,"[12, 14]","[12, 14]",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug","After successfully crossing over (and under) the Misty Mountains, Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard. If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves. The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug. And, where has Gandalf got off to? And what is his secret business to the south?::Otaku-sempai",26.788903,2013-12-11,The Hobbit: The Desolation of Smaug,7.6,5607
475,tt0061418,"[80, 18]","[28, 80, 18]",[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood,"1934. Young adults Bonnie Parker, a waitress, and Clyde Barrow, a criminal just released from prison, are immediately attracted to what the other represents for their life when they meet by chance in West Dallas, Texas. Bonnie is fascinated with Clyde's criminal past, and his matter-of-factness and bravado in talking about it. Clyde sees in Bonnie someone sympatico to his goals in life. Although attracted to each other physically, a sexual relationship between the two has a few obstacles to happen. Regardless, they decide to join forces to embark on a life of crime, holding up whatever establishments, primarily banks, to make money and to have fun. They don't plan on hurting anyone physically or killing anyone despite wielding loaded guns. They amass a small gang of willing accomplices, including C.W. Moss, a mechanic to fix whatever cars they steal which is important especially for their getaways, and Buck Barrow, one of Clyde's older brothers. The only reluctant tag-along is Buck's nervous wife, Blanche Barrow, a preacher's daughter. The gang's life changes after the first fatal shot is fired. Following, their willingness to shoot to kill increases to protect themselves and their livelihood. Their notoriety precedes them, so much so that no matter what one's opinion is of them, most want to have some association to the Barrow gang, to help them, to be spoken in the same breath as them, or to capture and or kill them. Of the many people they encounter in their crime spree, the one who may have the most profound effect on their lives is Texas Ranger Frank Hamer, who is looking for a little retribution.::Huggo",6.669338000000001,1967-07-18,Bonnie and Clyde,7.6,468
1654,tt0061578,"[28, 12, 10752]","[28, 12, 10752]",[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1],"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences",A Major with an attitude problem and a history of getting things done is told to interview military prisoners with death sentences or long terms for a dangerous mission; To parachute behind enemy lines and cause havoc for the German Generals at a rest house on the eve of D-Day.::John Vogel ,9.667194,1967-06-15,The Dirty Dozen,7.6,378
11040,tt0065988,"[12, 37, 36]","[12, 35, 18, 37]",[1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],[1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0],"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer","Jack Crabb is 121 years old as the film begins. A collector of oral histories asks him about his past. He recounts being captured and raised by indians, becoming a gunslinger, marrying an indian, watching her killed by General George Armstrong Custer, and becoming a scout for him at Little Big Horn.::John Vogel ",10.032644,1970-12-14,Little Big Man,7.6,169
211387,tt3067038,"[28, 12, 878, 14]","[28, 12, 878]",[1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac","A year after Captain America was lost in action, the war is over. However, Agent Peggy Carter is relegated to a desk job and frustrated at her male boss and comrades' sexist dismissal of her place in the SSR. Ordered to work late one night, Carter gets an alert that the villain, Zodiac, has been spotted. Deciding to take care of it herself, Carter is ready to show the enemies of peace why meeting this Agent 13 is bad luck for them.::Kenneth Chisholm (kchishol@rogers.com",8.591218,2013-09-08,Marvel One-Shot: Agent Carter,7.5,210
394117,tt5649144,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times","Halley lives with her six year old daughter Moonee in a budget motel along one of the commercial strips catering to the Walt Disney World tourist clientele outside Orlando, Florida. Halley, who survives largely on welfare, has little respect for people, especially those who cross her, it an attitude that she has passed down to Moonee, who curses and gives the finger like her mother. Although the motel's policy is not to allow long term rentals, Bobby, the motel manager, has made arrangements for people like Halley to live there while not undermining the policy as he realizes that many such tenants have no place to go otherwise. Halley, Moonee and Moonee's friends, who live in the motel or others like it along the strip and who she often drags into her disruptive pranks, are often the bane of Bobby's existence, but while dealing with whatever problem arises, Bobby has a soft spot especially for the children and thus, by association, their parents, as he knows that Moonee and others like her are just children acting like a children under whatever guidance they have, Moonee who has less guidance than most. Although there are some lines which he will not tolerate to be crossed, Bobby lets most of the disruptive things that they do go, largely as long as it does not affect the bread and butter of the motel, namely the tourist trade. The summer in this collective is presented, when Moonee and her friends, such as Scooty, are out of school and are left largely to their own devices while self-absorbed Halley does whatever she wants, often just staying in the room watching TV. Halley is supposed to look after Scooty, the son of Halley's friend Ashley, they who live in the unit immediately underneath Halley and Moonee's, while Ashley is at work at a local diner. In turn, Ashley pilfers cooked meals from the diner to feed Halley, Moonee and Scooty. Over the course of the summer, Halley systematically begins to alienate one by one the people who are her unofficial support by responding with that disrespect to anything she feels is against her. As such, Halley begins to take more and more extreme measures to maintain the life she leads with Moonee.::Huggo",19.819051,2017-10-07,The Florida Project,7.5,426
382614,tt4572792,"[53, 18, 80]","[80, 18, 53]",[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0],"Naomi Watts stars as Susan, a single mother of two, working as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands in this imaginative and emotional drama","Sometimes things are not always what they seem, especially in the small suburban town where the Carpenter family lives. Single mother Susan Carpenter works as a waitress at a diner, alongside feisty family friend Sheila. Her younger son Peter is a playful 8-year-old. Taking care of everyone and everything in his own unique way is Susan's older son Henry, age 11. Protector to his adoring younger brother and tireless supporter of his often self-doubting mother - and, through investments, of the family as a whole - Henry blazes through the days like a comet. Susan discovers that the family next door, which includes Henry's kind classmate Christina, has a dangerous secret - and that Henry has devised a surprising plan to help. As his brainstormed rescue plan for Christina takes shape in thrilling ways, Susan finds herself at the center of it.::Focus Features",16.280314,2017-06-16,The Book of Henry,7.5,284
625,tt0087553,"[18, 36, 10752]","[18, 36, 10752]",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1],"The Killing Fields tells the real-life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which led to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979","Sydney Schanberg is a New York Times journalist covering the civil war in Cambodia. Together with the local journalist Dith Pran, they cover some of the tragedy and madness of the war. When the American forces leave, Dith Pran sends his family with them, but stays behind himself to help Schanberg cover the event. As an American, Schanberg won't have any trouble leaving the country, but the situation is different for Pran; he's a local, and the Khmer Rouge are moving in.::Murray Chapman ",7.8141110000000005,1984-11-02,The Killing Fields,7.5,209
22,tt0325980,"[12, 14, 28]","[28, 12, 14]",[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],"Jack Sparrow, a freewheeling 17th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her","This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made.::the lexster",69.830747,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,8787
3001,tt0060522,"[35, 80, 10749]","[35, 80, 10749]",[0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0],[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0],A woman must steal a statue from a Paris museum to help conceal her father's art forgeries,"Nicole's father, a legendary art collector, lends his prized Cellini Venus to a prestigious Paris museum. Unfortunately, the Venus was *not* sculpted by Cellini but by Nicole's grandfather. (Her father is a forger as well, but his specialty is paintings.) Before tests can be done which would prove the Venus a fake, Nicole enlists the services of ""society burglar"" Simon Demott to steal the million dollar statue.::A.L.Beneteau ",7.679152,1966-07-13,How to Steal a Million,7.5,170
272,tt0372784,"[28, 80, 18]","[28, 12, 53]",[0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman","When his parents are killed, billionaire playboy Bruce Wayne relocates to Asia where he is mentored by Henri Ducard and Ra's Al Ghul in how to fight evil. When learning about the plan to wipe out evil in Gotham City by Ducard, Bruce prevents this plan from getting any further and heads back to his home. Back in his original surroundings, Bruce adopts the image of a bat to strike fear into the criminals and the corrupt as the icon known as 'Batman'. But it doesn't stay quiet for long.::konstantinwe",40.176253,2005-06-10,Batman Begins,7.5,9062
244267,tt2884206,"[878, 18]","[18, 10749, 878]",[0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0],"I Origins follows a molecular biologist studying the evolution of the human eye.  He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  Traveling half way around the world, he risks everything he has ever known to validate his theory","I Origins begins when graduate student, Ian Gray, is researching the evolution of human eyes with Karen and Kenny, in order to prove that eyes have evolved instead of ""appeared"" as creationists claim. His fascination with eyes takes him into areas that have profound personal and cultural consequences.::Nebzyl and Blue Coronet",10.917497000000001,2014-07-18,I Origins,7.5,1330
765,tt0092991,"[27, 35, 14]","[35, 27]",[0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0],Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body,Ashley Williams travels to a secluded cabin in the woods with his girlfriend Linda where they find a tape recording of a professor and a book of evil. This unleashes a bunch of evil spirits that constantly terrorize Ash. Meanwhile a journalist comes to the area to study the book of evil. Ash and her end up having to survive this swarm of evil until morning comes,8.303891,1987-03-13,Evil Dead II,7.5,945
976,tt0051036,[18],[18],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method","J.J. Hunsecker, the most powerful newspaper columnist in New York, is determined to prevent his sister from marrying Steve Dallas, a jazz musician. He therefore covertly employs Sidney Falco, a sleazy and unscrupulous press agent, to break up the affair by any means possible.::David Levene ",6.263672,1957-06-27,Sweet Smell of Success,7.5,127
9081,tt0243017,"[16, 18]","[16, 18, 14]",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life","Dreams. What are they? An escape from reality or reality itself? Waking Life follows the dream(s) of one man and his attempt to find and discern the absolute difference between waking life and the dreamworld. While trying to figure out a way to wake up, he runs into many people on his way; some of which offer one sentence asides on life, others delving deeply into existential questions and life's mysteries. We become the main character. It becomes our dream and our questions being asked and answered. Can we control our dreams? What are they telling us about life? About death? About ourselves and where we come from and where we are going? The film does not answer all these for us. Instead, it inspires us to ask the questions and find the answers ourselves.::Jeff Mellinger ",6.092943,2001-01-23,Waking Life,7.5,326
1712,tt0049261,"[28, 18, 37]","[18, 37]",[0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],Sprawling epic covering the life of a Texas cattle rancher and his family and associates,"Texan rancher Bick Benedict visits a Maryland farm to buy a prize horse. Whilst there he meets and falls in love with the owner's daughter Leslie, they are married immediately and return to his ranch. The story of their family and its rivalry with cowboy and (later oil tycoon) Jett Rink unfolds across two generations.::Col Needham ",7.717291,1956-10-10,Giant,7.5,215
143,tt0020629,"[18, 10752]","[18, 10752]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose","This is an English language film (made in America) adapted from a novel by German author Erich Maria Remarque. The film follows a group of German schoolboys, talked into enlisting at the beginning of World War 1 by their jingoistic teacher. The story is told entirely through the experiences of the young German recruits and highlights the tragedy of war through the eyes of individuals. As the boys witness death and mutilation all around them, any preconceptions about ""the enemy"" and the ""rights and wrongs"" of the conflict disappear, leaving them angry and bewildered. This is highlighted in the scene where Paul mortally wounds a French soldier and then weeps bitterly as he fights to save his life while trapped in a shell crater with the body. The film is not about heroism but about drudgery and futility and the gulf between the concept of war and the actuality.::Michele Wilkinson, University of Cambridge Language Centre, ",7.564889999999999,1930-04-29,All Quiet on the Western Front,7.5,214
871,tt0063442,"[878, 12, 18, 28]","[12, 878]",[1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],"An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist",Taylor and two other astronauts come out of deep hibernation to find that their ship has crashed. Escaping with little more than clothes they find that they have landed on a planet where men are pre-lingual and uncivilized while apes have learned speech and technology. Taylor is captured and taken to the city of the apes after damaging his throat so that he is silent and cannot communicate with the apes.::John Vogel ,11.092924,1968-02-07,Planet of the Apes,7.5,1181
2062,tt0382932,"[16, 35, 10751, 14]","[16, 12, 35, 18, 10751, 14]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0],"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down","A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.::Orange",14.657414000000001,2007-06-22,Ratatouille,7.5,5852
13930,tt0248808,"[16, 10751]","[16, 35, 10751]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0],"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end","One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird who tries to join them. The birds of a feather can't help but make fun of him -- and the clique mentality proves embarrassing in the end.::Jwelch5742",7.127592,2000-11-01,For the Birds,7.5,463
16234,tt0233298,"[16, 10751]","[16, 28, 80, 878, 53]",[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime","While trying to uncover the Joker's secrets, Terry McGinnis, the new Batman, discovers the greatest mystery in the career of the original Batman - the true story of the night Batman fought the Joker for the last time. Though when Bruce Wayne is almost killed in one of the Joker's new attacks, it's up to Batman Beyond to avenge his mentor and put the Joker to rest forever.::John Codega ",9.237352,2000-12-12,Batman Beyond: Return of the Joker,7.5,197
983,tt0073341,"[12, 18]",[12],[1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],[0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling","This adaptation of the famous short story by Rudyard Kipling tells the story of Daniel Dravot and Peachy Carnahan, two ex-soldiers in India when it was under British rule. They decide that the country is too small for them, so they head off to Kafiristan in order to become Kings in their own right. Kipling is seen as a character that was there at the beginning, and at the end of this glorious tale.::Greg Bole ",8.697892999999999,1975-12-03,The Man Who Would Be King,7.5,186
